hari_ke,jenis_lapak,level_pemain,harga_jual,budget_npc,panjang_antrean,rating_pasar,keputusan
1,1,1,6500,20633,0,0.50,Beli
1,1,1,6500,15099,0,0.00,Beli
1,1,1,6500,13124,0,2.50,Beli
1,1,1,6500,14460,0,1.67,Beli
1,1,1,6500,21583,0,2.00,Beli
1,1,1,6500,24398,0,2.50,Beli
1,1,1,6500,18093,0,2.50,Beli
1,1,1,6500,20776,0,2.50,Beli
1,1,1,6500,17310,1,2.50,Beli
1,1,2,6500,11855,0,2.50,Beli
1,1,2,6500,12970,1,2.50,Beli
2,1,2,6500,17947,0,2.75,Beli
2,1,2,6500,18226,1,2.75,Beli
2,1,2,6500,18316,1,2.75,Beli
2,1,2,6500,24557,1,2.75,Beli
2,1,2,6500,24230,1,2.75,Beli
2,1,2,6500,15294,1,2.86,Beli
2,1,2,6500,20593,2,2.73,Beli
2,1,2,6500,11701,2,2.83,Beli
2,1,2,6500,14640,2,2.92,Beli
2,1,2,6500,11728,2,3.00,Beli
2,1,2,6500,19272,3,3.00,Beli
2,1,2,6500,13854,3,3.08,Beli
2,1,2,6500,20068,4,2.96,Beli
2,1,2,6500,23390,3,3.10,Beli
2,1,2,6500,22823,3,3.17,Beli
2,1,2,6500,15654,4,3.17,Beli
2,1,2,6500,21203,4,3.23,Beli
2,1,2,6500,18686,4,3.09,Beli
2,1,2,6500,13607,4,3.09,Beli
2,1,2,6500,12701,5,3.14,Beli
2,1,2,6500,16982,5,3.19,Beli
2,1,3,6500,10202,5,3.11,Beli
2,1,3,6500,18954,6,3.16,Beli
3,1,3,6500,19262,0,3.54,Beli
3,1,3,5000,21779,0,3.54,Beli
3,1,3,6500,13910,1,3.54,Beli
3,1,3,6500,21689,1,3.54,Beli
3,1,3,6500,20846,1,3.54,Beli
3,1,3,5000,10063,0,3.54,Beli
3,1,3,5000,7410,1,3.54,Beli
3,1,3,6500,17673,1,3.54,Beli
3,1,3,5000,19972,1,3.54,Beli
3,1,3,5000,15189,2,3.57,Beli
3,1,3,6500,19262,2,3.57,Beli
3,1,3,6500,19839,2,3.60,Beli
3,1,3,5000,14346,2,3.60,Beli
3,1,3,6500,17752,3,3.60,Beli
3,1,3,6500,19695,3,3.60,Beli
3,1,3,6500,22960,4,3.63,Beli
3,1,3,6500,18788,3,3.65,Beli
3,1,3,5000,13339,0,3.68,Beli
3,1,3,5000,23757,1,3.70,Beli
3,1,3,5000,24658,1,3.73,Beli
3,1,3,6500,18717,1,3.71,Beli
3,1,3,5000,16460,1,3.71,Beli
3,1,3,6500,23252,2,3.71,Beli
3,1,3,6500,24405,2,3.75,Beli
3,1,3,6500,16069,3,3.75,Beli
3,1,3,6500,20148,3,3.67,Beli
3,1,3,6500,16859,3,3.64,Beli
3,1,3,6500,14438,4,3.64,Beli
3,1,3,6500,12307,4,3.68,Beli
3,1,3,5000,17905,0,3.68,Beli
3,1,3,6500,17815,5,3.68,Beli
3,1,3,6500,15434,5,3.64,Beli
3,1,3,5000,18837,0,3.61,Beli
3,1,4,5000,7938,0,3.65,Beli
4,1,4,7500,22914,0,3.77,Beli
4,1,4,7500,14733,1,3.77,Beli
4,1,4,7500,23321,1,3.77,Beli
4,1,4,7500,18243,2,3.77,Beli
4,1,4,7500,20170,0,3.77,Beli
4,1,4,7500,15414,1,3.77,Beli
4,1,4,7500,22917,2,3.77,Beli
4,1,4,7500,16842,2,3.77,Beli
4,1,4,7500,12229,3,3.77,Beli
4,1,4,7500,24722,4,3.77,Beli
4,1,4,7500,16859,4,3.77,Beli
4,1,4,7500,11060,4,3.80,Beli
4,1,4,7500,22051,0,3.80,Beli
4,1,4,7500,15417,1,3.82,Beli
4,1,4,7500,21411,0,3.82,Beli
4,1,4,7500,9342,1,3.82,Beli
4,1,4,7500,20395,2,3.82,Beli
4,1,4,7500,16432,4,3.82,Beli
4,1,4,7500,22574,0,3.84,Beli
4,1,4,7500,20482,2,3.84,Beli
4,1,4,7500,17222,2,3.85,Beli
4,1,4,7500,13025,3,3.85,Beli
4,1,4,7500,10996,3,3.85,Beli
4,1,4,7500,13490,0,3.85,Beli
4,1,4,7500,22688,3,3.88,Beli
4,1,4,7500,15760,3,3.89,Beli
4,1,4,7500,9359,0,3.89,Beli
4,1,4,7500,12382,4,3.89,Beli
4,1,4,7500,17051,1,3.89,Beli
4,1,4,7500,11099,4,3.91,Beli
4,1,4,7500,8932,1,3.91,Beli
4,1,4,7500,19158,4,3.94,Beli
4,1,4,7500,13845,4,3.97,Beli
4,1,4,7500,5525,0,3.97,Terlalu_Mahal
4,1,4,7500,1432,0,3.98,Terlalu_Mahal
4,1,4,7500,14557,4,3.99,Beli
4,1,4,7500,17594,0,3.95,Beli
4,1,4,7500,19513,5,3.95,Beli
4,1,4,7500,22130,5,3.93,Beli
4,1,4,7500,10415,0,3.93,Beli
4,1,4,7500,14485,0,3.96,Beli
4,1,4,7500,17816,0,3.96,Beli
4,1,4,7500,12321,1,3.96,Beli
4,1,5,7500,7057,0,4.00,Terlalu_Mahal
4,1,5,7500,12013,0,4.02,Beli
4,1,5,7500,14630,0,4.05,Beli
4,1,5,7500,4513,1,4.05,Terlalu_Mahal
1,1,1,6500,13154,0,0.50,Beli
1,1,1,6500,21797,0,0.50,Beli
1,1,1,6500,21687,0,5.00,Beli
1,1,1,6500,18082,1,5.00,Beli
1,1,1,6500,18567,2,2.50,Beli
1,1,1,6500,13593,2,3.33,Beli
1,1,1,6500,13281,3,2.50,Beli
1,1,1,6500,23058,3,2.50,Beli
1,1,1,6500,24055,3,2.50,Beli
1,1,1,6500,13663,2,2.86,Beli
1,1,2,6500,10235,2,3.13,Beli
1,1,2,6500,20518,2,3.00,Beli
1,1,2,6500,19753,2,2.92,Beli
1,1,2,6500,15608,2,2.92,Beli
1,1,2,6500,10279,3,2.86,Beli
1,1,2,6500,19791,3,3.00,Beli
1,1,2,6500,11254,4,3.00,Beli
2,1,2,7500,19687,0,3.40,Beli
2,1,2,7500,17215,1,3.40,Beli
2,1,2,7500,12187,0,3.40,Beli
2,1,2,7500,22070,1,3.40,Beli
2,1,2,7500,22766,1,3.40,Beli
2,1,2,7500,21390,1,3.40,Beli
2,1,2,7500,9715,2,3.40,Beli
2,1,2,7500,12765,1,3.40,Beli
2,1,2,7500,24730,1,3.40,Beli
2,1,2,7500,24912,1,3.40,Beli
2,1,2,7500,15576,2,3.40,Beli
2,1,3,7500,16107,2,3.33,Beli
2,1,3,7500,23577,0,3.33,Beli
2,1,3,7500,15611,2,3.45,Beli
2,1,3,7500,14001,2,3.45,Beli
2,1,3,7500,8076,0,3.55,Beli
2,1,3,7500,23212,2,3.64,Beli
2,1,3,7500,23228,1,3.64,Beli
2,1,3,7500,13938,3,3.64,Beli
2,1,3,7500,24686,3,3.68,Beli
2,1,3,7500,17366,4,3.71,Beli
2,1,3,7500,14868,4,3.71,Beli
2,1,3,7500,20737,5,3.71,Beli
2,1,3,7500,20467,5,3.78,Beli
2,1,3,7500,15712,0,3.78,Beli
2,1,3,7500,15594,6,3.78,Beli
2,1,3,7500,22922,6,3.85,Beli
2,1,3,7500,16752,7,3.85,Antrean_Panjang
2,1,3,7500,17901,6,3.88,Beli
2,1,3,7500,17186,0,3.88,Beli
2,1,3,7500,17017,7,3.88,Beli
2,1,3,7500,16074,6,3.88,Beli
2,1,3,7500,13721,0,3.93,Beli
2,1,3,7500,18300,7,3.93,Beli
2,1,3,7500,14247,7,3.75,Beli
2,1,3,7500,18711,0,3.75,Beli
2,1,3,7500,13237,1,3.75,Beli
2,1,3,7500,13128,8,3.75,Beli
2,1,3,7500,8574,0,3.96,Beli
2,1,4,7500,5628,0,4.00,Terlalu_Mahal
3,1,4,8500,22536,0,4.07,Beli
3,1,4,8500,23042,1,4.07,Beli
3,1,4,8500,10139,2,4.07,Beli
3,1,4,8500,12049,2,4.07,Beli
3,1,4,8500,24666,2,4.07,Beli
3,1,4,8500,23793,0,4.07,Beli
3,1,4,8500,10396,0,4.07,Beli
3,1,4,8500,10058,1,4.07,Beli
3,1,4,8500,15820,1,4.08,Beli
3,1,4,8500,24272,2,4.08,Beli
3,1,4,8500,11512,2,4.02,Beli
3,1,4,8500,16166,1,4.03,Beli
3,1,4,8500,21649,2,4.03,Beli
3,1,4,8500,18780,1,4.05,Beli
3,1,4,8500,22814,3,4.05,Beli
3,1,4,8500,16861,2,4.06,Beli
3,1,4,8500,21380,0,4.06,Beli
3,1,4,8500,15121,2,4.08,Beli
3,1,4,8500,22149,2,4.10,Beli
3,1,4,8500,7666,0,4.10,Terlalu_Mahal
3,1,4,8500,22159,3,4.10,Beli
3,1,4,8500,10280,1,4.10,Beli
3,1,4,8500,19519,0,4.10,Beli
3,1,4,8500,21536,3,4.12,Beli
3,1,4,8500,10653,4,4.13,Beli
3,1,4,8500,8361,1,4.14,Terlalu_Mahal
3,1,4,8500,23167,5,4.14,Beli
3,1,4,8500,14954,5,4.17,Beli
3,1,4,8500,11480,6,4.11,Beli
3,1,4,8500,16091,6,4.12,Beli
3,1,4,8500,22043,7,4.12,Beli
3,1,4,8500,14127,7,4.16,Beli
3,1,4,8500,13659,0,4.16,Beli
3,1,4,8500,21476,7,4.17,Beli
3,1,4,8500,10492,0,4.18,Beli
3,1,4,8500,14074,1,4.18,Beli
3,1,4,8500,14245,7,4.19,Beli
3,1,4,8500,17312,8,4.19,Beli
3,1,4,8500,16935,9,4.19,Beli
3,1,4,8500,16616,0,4.19,Beli
3,1,4,8500,10268,9,4.19,Antrean_Panjang
3,1,4,8500,14738,9,4.19,Beli
3,1,4,8500,15617,9,4.22,Beli
3,1,4,8500,10268,0,4.17,Beli
3,1,4,8500,6454,0,4.17,Terlalu_Mahal
3,1,4,8500,6454,1,4.19,Terlalu_Mahal
3,1,4,8500,23263,0,4.19,Beli
3,1,4,8500,2980,1,4.19,Terlalu_Mahal
3,1,4,8500,2980,0,4.20,Terlalu_Mahal
3,1,4,8500,7591,0,4.20,Terlalu_Mahal
3,1,5,8500,13543,0,4.22,Beli
3,1,5,8500,8812,0,4.26,Beli
3,1,5,8500,6238,0,4.28,Terlalu_Mahal
3,1,5,8500,6238,0,4.28,Terlalu_Mahal
3,1,5,8500,7117,0,4.29,Terlalu_Mahal
4,1,5,8500,55933,1,4.31,Beli
4,1,5,8500,20249,1,4.31,Beli
4,1,5,8500,25304,2,4.31,Beli
4,1,5,8500,53392,2,4.31,Beli
4,1,5,8500,48902,0,4.31,Beli
4,1,5,8500,33677,3,4.31,Beli
4,1,5,8500,47433,0,4.31,Beli
4,1,5,8500,31836,0,4.31,Beli
4,1,5,8500,34248,2,4.31,Beli
4,2,5,23000,45555,0,4.31,Beli
4,1,5,8500,44892,0,4.31,Beli
4,1,5,8500,45912,1,4.31,Beli
4,1,5,8500,29383,0,4.31,Beli
4,1,5,8500,35907,1,4.31,Beli
4,1,5,8500,33038,2,4.31,Beli
4,2,5,23000,51465,0,4.31,Beli
4,1,5,8500,44970,1,4.31,Beli
4,1,5,8500,31522,2,4.31,Beli
4,1,5,8500,33046,3,4.31,Beli
4,1,5,8500,25748,1,4.31,Beli
4,1,5,8500,49924,3,4.29,Beli
4,2,5,23000,43741,0,4.29,Beli
4,2,5,23000,41848,1,4.30,Beli
4,1,5,8500,56185,3,4.30,Beli
4,1,5,8500,24538,0,4.31,Beli
4,1,5,8500,39350,3,4.31,Beli
4,1,5,8500,35277,1,4.31,Beli
4,1,5,8500,39002,3,4.33,Beli
4,2,5,23000,35443,0,4.33,Beli
4,1,5,8500,24546,0,4.33,Beli
4,2,5,23000,24459,1,4.35,Beli
4,1,5,8500,32210,3,4.35,Beli
4,2,5,23000,49022,1,4.35,Beli
4,1,5,8500,36634,4,4.35,Beli
4,2,5,23000,37592,2,4.36,Beli
4,1,5,8500,39409,4,4.36,Beli
4,1,5,8500,16046,0,4.36,Beli
4,1,6,8500,47685,0,4.36,Beli
4,1,6,8500,44700,4,4.36,Beli
4,1,6,8500,45271,5,4.36,Beli
4,1,6,8500,30850,1,4.36,Beli
4,1,6,8500,59900,6,4.36,Beli
4,1,6,8500,24493,0,4.33,Beli
4,1,6,8500,30502,1,4.34,Beli
4,2,6,23000,52125,0,4.34,Beli
4,1,6,8500,36318,5,4.35,Beli
4,2,6,23000,26980,1,4.35,Beli
4,2,6,23000,38102,2,4.35,Beli
4,1,6,8500,35182,5,4.36,Beli
4,2,6,23000,51013,2,4.37,Beli
4,1,6,8500,28134,0,4.37,Beli
4,1,6,8500,36771,0,4.39,Beli
4,1,6,8500,51400,0,4.41,Beli
5,1,6,9500,55711,0,4.45,Beli
5,1,6,9500,31582,1,4.45,Beli
5,1,6,9500,48654,2,4.45,Beli
5,1,6,9500,30829,2,4.45,Beli
5,2,6,25000,40024,0,4.45,Beli
5,1,6,9500,21230,1,4.45,Beli
5,1,6,9500,22082,0,4.45,Beli
5,1,6,9500,25902,2,4.45,Beli
5,2,6,25000,34102,0,4.45,Beli
5,1,6,9500,42695,3,4.45,Beli
5,1,6,9500,42824,3,4.45,Beli
5,1,6,9500,39154,1,4.45,Beli
5,1,6,9500,21329,0,4.42,Beli
5,1,6,9500,40979,4,4.42,Beli
5,1,6,9500,45600,4,4.42,Beli
5,2,6,25000,32722,0,4.42,Beli
5,2,6,25000,9102,0,4.42,Terlalu_Mahal
5,1,6,9500,38814,5,4.42,Beli
5,1,6,9500,37153,5,4.39,Beli
5,1,6,9500,34777,0,4.39,Beli
5,1,6,9500,16402,0,4.40,Beli
5,2,6,25000,7722,0,4.37,Terlalu_Mahal
5,1,6,9500,44256,5,4.37,Beli
5,1,6,9500,23312,5,4.37,Beli
5,1,6,9500,23644,6,4.38,Beli
5,1,6,9500,33324,0,4.38,Beli
5,1,6,9500,47157,7,4.38,Beli
5,1,7,9500,33858,7,4.38,Beli
5,2,7,25000,24156,0,4.39,Terlalu_Mahal
5,1,7,9500,26754,7,4.39,Beli
5,1,7,9500,52502,0,4.36,Beli
5,1,7,9500,36100,0,4.36,Beli
5,1,7,9500,24520,7,4.36,Antrean_Panjang
5,2,7,25000,24156,0,4.36,Terlalu_Mahal
5,1,7,9500,29314,1,4.34,Beli
5,2,7,25000,22149,0,4.34,Terlalu_Mahal
5,1,7,9500,24520,2,4.34,Beli
5,1,7,9500,27653,2,4.35,Beli
5,1,7,9500,43002,0,4.35,Beli
5,2,7,25000,50623,0,4.35,Beli
5,1,7,9500,21960,5,4.32,Beli
5,1,7,9500,26430,6,4.32,Beli
5,2,7,25000,57758,0,4.33,Beli
5,1,7,9500,13812,1,4.30,Beli
5,2,7,25000,25623,1,4.30,Beli
5,1,7,9500,53225,6,4.30,Beli
5,2,7,25000,23296,2,4.30,Terlalu_Mahal
5,2,7,25000,43709,0,4.28,Beli
5,1,7,9500,24527,1,4.28,Beli
5,1,7,9500,38831,6,4.28,Beli
5,1,7,9500,14144,2,4.28,Beli
5,1,7,9500,29457,7,4.28,Beli
5,2,7,25000,36951,0,4.26,Beli
5,1,7,9500,37657,2,4.26,Beli
5,2,7,25000,49183,0,4.26,Beli
5,1,7,9500,24358,2,4.26,Beli
5,2,7,25000,11951,0,4.22,Terlalu_Mahal
5,1,7,9500,17254,0,4.23,Beli
5,1,7,9500,16930,0,4.25,Beli
5,1,7,9500,43725,1,4.25,Beli
5,1,7,9500,29331,0,4.26,Beli
5,1,7,9500,19957,0,4.27,Beli
6,1,7,9500,49635,0,4.29,Beli
6,1,7,9500,37647,1,4.29,Beli
6,2,7,27000,24122,0,4.29,Terlalu_Mahal
6,1,7,9500,26502,0,4.29,Beli
6,2,7,27000,24122,0,4.29,Terlalu_Mahal
6,1,7,9500,40135,1,4.29,Beli
6,1,7,9500,58139,2,4.29,Beli
6,1,7,9500,43916,0,4.29,Beli
6,1,7,9500,35352,3,4.29,Beli
6,1,7,9500,36016,1,4.29,Beli
6,1,7,9500,17002,0,4.29,Beli
6,1,7,9500,39876,1,4.29,Beli
6,1,7,9500,50406,0,4.29,Beli
6,2,7,27000,20145,0,4.27,Terlalu_Mahal
6,1,7,9500,47294,1,4.27,Beli
6,2,7,27000,20145,0,4.27,Terlalu_Mahal
6,2,7,27000,22000,0,4.27,Terlalu_Mahal
6,2,7,27000,45707,0,4.27,Beli
6,1,7,9500,40906,0,4.27,Beli
6,1,7,9500,26516,0,4.27,Beli
6,1,7,9500,39370,0,4.27,Beli
6,2,7,27000,22000,1,4.27,Terlalu_Mahal
6,1,7,9500,37794,1,4.27,Beli
6,2,7,27000,38716,0,4.27,Beli
6,1,7,9500,46241,1,4.27,Beli
6,2,7,27000,58798,0,4.27,Beli
6,2,7,27000,57131,1,4.27,Beli
6,2,7,27000,31800,1,4.27,Beli
6,1,7,9500,34025,1,4.28,Beli
6,1,8,9500,43505,1,4.26,Beli
6,1,8,9500,59710,0,4.27,Beli
6,1,8,9500,29870,0,4.27,Beli
6,1,8,9500,56840,2,4.27,Beli
6,1,8,9500,36741,1,4.27,Beli
6,1,8,9500,46031,2,4.26,Beli
6,2,8,27000,21600,0,4.26,Terlalu_Mahal
6,1,8,9500,49259,2,4.26,Beli
6,1,8,9500,27042,3,4.26,Beli
6,2,8,27000,21600,0,4.26,Terlalu_Mahal
6,2,8,27000,48511,0,4.27,Beli
6,2,8,27000,42532,0,4.27,Beli
6,1,8,9500,52365,4,4.27,Beli
6,1,8,9500,52979,4,4.28,Beli
6,1,8,9500,54637,4,4.26,Beli
6,1,8,9500,54666,0,4.26,Beli
6,1,8,9500,38160,5,4.26,Beli
6,1,8,9500,20818,0,4.25,Beli
6,1,8,9500,45166,0,4.25,Beli
6,1,8,9500,17542,1,4.25,Beli
6,1,8,9500,23603,4,4.26,Beli
6,1,8,9500,50842,1,4.26,Beli
6,1,8,9500,51082,4,4.26,Beli
6,1,8,9500,11318,1,4.26,Beli
6,2,8,27000,34140,0,4.26,Beli
6,1,8,9500,42865,1,4.26,Beli
6,1,8,9500,36138,4,4.27,Beli
6,2,8,27000,51551,1,4.27,Beli
6,1,8,9500,43479,1,4.27,Beli
6,1,8,9500,38159,1,4.27,Beli
6,1,8,9500,45137,1,4.27,Beli
6,1,8,9500,28660,1,4.28,Beli
6,1,8,9500,33979,0,4.28,Beli
6,1,8,9500,14103,0,4.29,Beli
6,1,8,9500,41582,1,4.30,Beli
6,1,8,9500,19160,0,4.30,Beli
6,1,8,9500,26638,0,4.30,Beli
7,1,8,10000,51308,0,4.32,Beli
7,2,8,29000,49688,0,4.32,Beli
7,1,8,10000,35923,1,4.32,Beli
7,1,8,10000,39442,0,4.32,Beli
7,1,8,10000,26142,1,4.32,Beli
7,1,8,10000,51566,2,4.32,Beli
7,1,8,10000,28461,3,4.32,Beli
7,1,8,10000,56029,3,4.32,Beli
7,1,8,10000,29442,0,4.32,Beli
7,1,8,10000,41308,0,4.32,Beli
7,1,8,10000,21303,3,4.32,Beli
7,1,8,10000,44696,4,4.32,Beli
7,1,8,10000,20640,0,4.32,Beli
7,1,8,10000,34503,1,4.32,Beli
7,1,8,10000,27718,4,4.32,Beli
7,1,8,10000,41566,0,4.32,Beli
7,2,8,29000,39303,0,4.32,Beli
7,1,8,10000,10640,0,4.32,Beli
7,2,8,29000,57403,0,4.32,Beli
7,1,8,10000,26291,3,4.32,Beli
7,2,8,29000,52448,0,4.33,Beli
7,1,8,10000,31566,0,4.33,Beli
7,1,8,10000,43977,3,4.33,Beli
7,1,9,10000,35418,0,4.33,Beli
7,2,9,29000,20725,1,4.33,Terlalu_Mahal
7,1,9,10000,45204,4,4.33,Beli
7,2,9,29000,41657,0,4.33,Beli
7,1,9,10000,34696,0,4.33,Beli
7,1,9,10000,34306,4,4.33,Beli
7,2,9,29000,47394,0,4.33,Beli
7,1,9,10000,43284,0,4.34,Beli
7,1,9,10000,27092,3,4.34,Beli
7,1,9,10000,58209,1,4.34,Beli
7,1,9,10000,17718,0,4.34,Beli
7,1,9,10000,23858,3,4.33,Beli
7,1,9,10000,37716,1,4.33,Beli
7,1,9,10000,33284,0,4.33,Beli
7,1,9,10000,33977,2,4.34,Beli
7,1,9,10000,25622,2,4.34,Beli
7,1,9,10000,57487,3,4.34,Beli
7,1,9,10000,24851,3,4.34,Beli
7,1,9,10000,37547,3,4.35,Beli
7,2,9,29000,21536,0,4.35,Terlalu_Mahal
7,2,9,29000,47292,0,4.35,Beli
7,1,9,10000,46962,3,4.35,Beli
7,1,9,10000,35204,0,4.35,Beli
7,1,9,10000,24306,0,4.35,Beli
7,2,9,29000,21536,0,4.35,Terlalu_Mahal
7,1,9,10000,41990,4,4.35,Beli
7,1,9,10000,23860,4,4.34,Beli
7,2,9,29000,57225,0,4.34,Beli
7,1,9,10000,13858,1,4.34,Beli
7,1,9,10000,49381,5,4.34,Beli
7,2,9,29000,18292,1,4.34,Terlalu_Mahal
7,2,9,29000,50495,0,4.34,Beli
7,1,9,10000,15622,0,4.34,Beli
7,1,9,10000,26280,5,4.34,Beli
7,1,9,10000,27547,0,4.33,Beli
7,1,9,10000,36962,1,4.33,Beli
7,1,9,10000,31990,0,4.34,Beli
7,1,9,10000,13860,0,4.34,Beli
7,1,9,10000,39381,0,4.34,Beli
8,1,9,10000,26929,0,4.35,Beli
8,1,9,10000,43178,0,4.35,Beli
8,1,9,10000,37831,1,4.35,Beli
8,2,9,29000,31004,0,4.35,Beli
8,1,9,10000,33331,1,4.35,Beli
8,1,9,10000,35263,1,4.35,Beli
8,2,9,29000,54351,1,4.35,Beli
8,2,9,29000,26406,1,4.35,Terlalu_Mahal
8,1,9,10000,48738,1,4.35,Beli
8,1,9,10000,23331,0,4.35,Beli
8,1,9,10000,37134,2,4.35,Beli
8,2,9,29000,41725,0,4.35,Beli
8,2,9,29000,26406,0,4.35,Terlalu_Mahal
8,1,9,10000,55773,2,4.35,Beli
8,2,9,29000,28475,0,4.35,Terlalu_Mahal
8,1,9,10000,25263,1,4.35,Beli
8,2,9,29000,25351,0,4.35,Terlalu_Mahal
8,1,9,10000,37999,3,4.35,Beli
8,2,9,29000,29828,0,4.35,Beli
8,1,9,10000,43243,3,4.35,Beli
8,1,9,10000,52178,3,4.34,Beli
8,1,9,10000,13331,0,4.34,Beli
8,1,9,10000,59940,4,4.34,Beli
8,2,9,29000,20091,0,4.34,Terlalu_Mahal
8,1,9,10000,40876,5,4.35,Beli
8,2,9,29000,828,0,4.35,Terlalu_Mahal
8,1,9,10000,41581,5,4.35,Beli
8,1,9,10000,49637,6,4.33,Beli
8,1,9,10000,45773,0,4.32,Beli
8,1,9,10000,23949,6,4.32,Beli
8,2,9,29000,44954,0,4.32,Beli
8,2,9,29000,45121,1,4.32,Beli
8,1,9,10000,29978,6,4.32,Beli
8,1,9,10000,27999,1,4.32,Beli
8,1,9,10000,21828,7,4.33,Beli
8,1,9,10000,35742,0,4.33,Beli
8,1,9,10000,47509,7,4.33,Beli
8,1,9,10000,48764,8,4.33,Beli
8,2,9,29000,15954,0,4.32,Terlalu_Mahal
8,1,10,10000,49940,0,4.32,Beli
8,1,10,10000,18293,8,4.32,Beli
8,1,10,10000,25742,0,4.32,Beli
8,1,10,10000,36747,1,4.32,Beli
8,2,10,29000,408551,0,4.32,Beli
8,1,10,10000,42178,0,4.32,Beli
8,1,10,10000,319959,8,4.32,Antrean_Panjang
8,1,10,10000,57129,8,4.32,Beli
8,1,10,10000,30876,2,4.32,Beli
8,1,10,10000,319959,2,4.32,Beli
8,1,10,10000,48618,8,4.32,Beli
8,1,10,10000,31926,9,4.32,Beli
8,1,10,10000,15291,9,4.33,Antrean_Panjang
8,1,10,10000,26747,0,4.33,Beli
